TribalCededLandsNewOBJECTID,TribalCededLandsNewCESSNUM,TribalCededLandsNewCESSNUMSORT,TribalCededLandsNewSHAPE_Length,TribalCededLandsNewSHAPE_Area,TribalCededLandsTableOBJECTID,TribalCededLandsTableCessNum,TribalCededLandsTableCessNumSort,TribalCededLandsTableMapName,TribalCededLandsTableState,TribalCededLandsTableCounty,TribalCededLandsTableStateCounty,TribalCededLandsTableSchdTrb,TribalCededLandsTablePresDayTrb,TribalCededLandsTableCitation1,TribalCededLandsTableCitation2,TribalCededLandsTableCessDate1,TribalCededLandsTableDate1Link_Royce_Schedule,TribalCededLandsTableDate1Link_Kappler_Treaty,TribalCededLandsTableCessDate2,TribalCededLandsTableDate2Link_Royce_Schedule,TribalCededLandsTableDate2Link_Kappler_Treaty,TribalCededLandsTableCessDate3,TribalCededLandsTableDate3Link_Royce_Schedule,TribalCededLandsTableDate3Link_Kappler_Treaty,TribalCededLandsTableCessDate4,TribalCededLandsTableDate4Link_Royce_Schedule,TribalCededLandsTableDate4Link_Kappler_Treaty,TribalCededLandsTableCessDate5,TribalCededLandsTableDate5Link_Royce_Schedule,TribalCededLandsTableDate5Link_Kappler_Treaty,TribalCededLandsTableMapName1,TribalCededLandsTableMapName2,TribalCededLandsTableMapName3,TribalCededLandsTableMapName4,TribalCededLandsTableMapName5,TribalCededLandsTableMapName6,TribalCededLandsTableMapURL1,TribalCededLandsTableMapURL2,TribalCededLandsTableMapURL3,TribalCededLandsTableMapURL4,TribalCededLandsTableMapURL5,TribalCededLandsTableMapURL6,TribalCededLandsTableLink_Federal_Statute,TribalCededLandsTableLink_Executive_Order,TribalCededLandsTableLink_Other_Treaty
366,558,558,2006562.60124977,151181167348.003,282,558,558,"Utah 1, Arizona 1, Nevada, California 2","CA; NV; UT","Beaver; Clark; Garfield; Iron; Kane; Lincoln; Millard; Nye; Piute; San Bernardino; Washington","CA:San Bernardino; NV:Clark; NV:Lincoln; NV:Nye; UT:Beaver; UT:Garfield; UT:Iron; UT:Kane; UT:Millard; UT:Piute; UT:Washington",Paiute,"Big Pine Band of Owens Valley Paiute Shoshone Indians of the Big Pine Reservation, California; Bishop Paiute Tribe, California; Bridgeport Indian Colony, California; Bridgeport Paiute Indian Colony of California; Burns Paiute Tribe of the Burns Paiute Indian Colony of Oregon; Burns Paiute Tribe, Oregon; Fort Independence Indian Community of Paiute Indians of the Fort Independence Reservation, California; Fort McDermitt Paiute and Shoshone Tribes of the Fort McDermitt Indian Reservation, Nevada and Oregon; Kaibab Band of Paiute Indians of the Kaibab Indian Reservation, Arizona; Las Vegas Tribe of Paiute Indians of the Las Vegas Indian Colony, Nevada; Lone Pine Paiute-Shoshone Tribe, California; Lovelock Paiute Tribe of the Lovelock Indian Colony, Nevada; Moapa Band of Paiute Indians of the Moapa River Indian Reservation, Nevada; Paiute Indian Tribe of Utah; Paiute-Shoshone Indians of the Bishop Community of the Bishop Colony, California; Paiute-Shoshone Indians of the Lone Pine Community of the Lone Pine Reservation, California; Paiute-Shoshone Tribe of the Fallon Reservation and Colony, Nevada; Pyramid Lake Paiute Tribe of the Pyramid Lake Reservation, Nevada; San Juan Southern Paiute Tribe of Arizona; Shoshone-Paiute Tribes of the Duck Valley Reservation, Nevada; Summit Lake Paiute Tribe of Nevada; Utu Utu Gwaitu Paiute Tribe of the Benton Paiute Reservation, California; Walker River Paiute Tribe of the Walker River Reservation, Nevada; Yerington Paiute Tribe of the Yerington Colony & Campbell Ranch, Nevada","2 Hodge 187; Tiller 223; Tiller 238; Tiller 254; Tiller 261; Tiller 264; Tiller 288; Tiller 305; Tiller 507; Tiller 508-09; Tiller 509; Tiller 510; Tiller 511; Tiller 518; Tiller 525; Tiller 665; Tiller 721","Tiller 502; Tiller 513; Tiller 519",1874/02/12 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/870/mode/2up,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Utah 1,Arizona 1,Nevada,California 2,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=58,https://www.loc.gov/resource/g3701em.gct00002/?sp=3,https://www.loc.gov/resource/g3701em.gct00002/?sp=43,https://www.loc.gov/resource/g3701em.gct00002/?sp=8,,,,http://ops.libs.uga.edu/ehistory/InvasionOfAmerica/ExecOrdersIndianLand/558c.pdf,
367,682,682,348238.257322383,5989247091.21979,283,682,682,Arizona 1,AZ,"Coconino; Navajo","AZ:Coconino; AZ:Navajo",Moki,,,,1886/10/01 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/922/mode/2up,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Arizona 1,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=3,,,,,,http://ops.libs.uga.edu/ehistory/InvasionOfAmerica/FedStatIndianLand/682c.pdf,,
368,576,576,597748.450701101,16279962445.2808,284,576,576,"Nevada, Arizona 1",NV,"Clark; Lincoln","NV:Clark; NV:Lincoln",Paiute,"Big Pine Band of Owens Valley Paiute Shoshone Indians of the Big Pine Reservation, California; Bishop Paiute Tribe, California; Bridgeport Indian Colony, California; Burns Paiute Tribe, Oregon; Fort Independence Indian Community of Paiute Indians of the Fort Independence Reservation, California; Fort McDermitt Paiute and Shoshone Tribes of the Fort McDermitt Indian Reservation, Nevada and Oregon; Kaibab Band of Paiute Indians of the Kaibab Indian Reservation, Arizona; Las Vegas Tribe of Paiute Indians of the Las Vegas Indian Colony, Nevada; Lone Pine Paiute-Shoshone Tribe, California; Lovelock Paiute Tribe of the Lovelock Indian Colony, Nevada; Moapa Band of Paiute Indians of the Moapa River Indian Reservation, Nevada; Paiute Indian Tribe of Utah; Paiute-Shoshone Tribe of the Fallon Reservation and Colony, Nevada; Pyramid Lake Paiute Tribe of the Pyramid Lake Reservation, Nevada; San Juan Southern Paiute Tribe of Arizona; Shoshone-Paiute Tribes of the Duck Valley Reservation, Nevada; Summit Lake Paiute Tribe of Nevada; Utu Utu Gwaitu Paiute Tribe of the Benton Paiute Reservation, California; Walker River Paiute Tribe of the Walker River Reservation, Nevada; Yerington Paiute Tribe of the Yerington Colony & Campbell Ranch, Nevada","2 Hodge 187; Tiller 223; Tiller 238; Tiller 254; Tiller 261; Tiller 264; Tiller 288; Tiller 305; Tiller 507; Tiller 508-09; Tiller 509; Tiller 510; Tiller 511; Tiller 518; Tiller 525; Tiller 665; Tiller 721","Tiller 502; Tiller 513; Tiller 519",1873/03/12 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/862/mode/2up,,1874/02/12 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/870/mode/2up,,1875/03/03 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/878/mode/2up,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Nevada,Arizona 1,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=43,https://www.loc.gov/resource/g3701em.gct00002/?sp=3,,,,,http://ops.libs.uga.edu/ehistory/InvasionOfAmerica/FedStatIndianLand/576c.pdf,,
369,687,687,1173941.55187979,58259192708.3298,285,687,687,Arizona 1,AZ,"Maricopa; Pima; Pinal; Santa Cruz; Yuma","AZ:Maricopa; AZ:Pima; AZ:Pinal; AZ:Santa Cruz; AZ:Yuma","Maricopa; Papago; Pima",,,,1886/10/01 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/922/mode/2up,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Arizona 1,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=3,,,,,,"http://ops.libs.uga.edu/ehistory/InvasionOfAmerica/FedStatIndianLand/687c,pdf",,
370,686,686,193017.6904501,1864648079.89655,286,686,686,Arizona 1,AZ,Yuma,AZ:Yuma,Cocopa,,,,1886/10/01 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/922/mode/2up,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Arizona 1,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=3,,,,,,http://ops.libs.uga.edu/ehistory/InvasionOfAmerica/FedStatIndianLand/686c.pdf,,
371,685,685,733625.690983327,21800616695.8662,287,685,685,Arizona 1,AZ,"La Paz; Yuma","AZ:La Paz; AZ:Yuma",Yuma,,,,1886/10/01 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/922/mode/2up,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Arizona 1,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=3,,,,,,http://ops.libs.uga.edu/ehistory/InvasionOfAmerica/FedStatIndianLand/685c.pdf,,
372,684,684,583845.556763871,12405093028.4247,288,684,684,Arizona 1,AZ,Mohave,AZ:Mohave,Mohave,,,,1886/10/01 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/922/mode/2up,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Arizona 1,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=3,,,,,,http://ops.libs.uga.edu/ehistory/InvasionOfAmerica/FedStatIndianLand/684c.pdf,,
373,683,683,685094.147624524,19492012677.6227,289,683,683,Arizona 1,AZ,"Mohave; Yavapai","AZ:Mohave; AZ:Yavapai",Walapai,,,,1886/10/01 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/922/mode/2up,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Arizona 1,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=3,,,,,,http://ops.libs.uga.edu/ehistory/InvasionOfAmerica/FedStatIndianLand/683c.pdf,,
374,372,372,100249.787018104,485187375.573344,290,372,372,Washington (Northwestern),WA,Grays Harbor,WA:Grays Harbor,"Quil-leh-ute; Qui-nai-elt","Quileute Tribe of the Quileute Reservation, Washington; Quinault Tribe of the Quinault Reservation, Washington","2 Hodge 342-43; 2 Hodge 340",Tiller 762,1855/07/01 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/808/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=727",1873/11/04 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/866/mode/2up,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Washington (northwestern),,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=63,,,,,,,,
375,493,493,30922.3004017626,13746900.5354915,291,493,493,Washington (Northwestern),WA,Pacific,WA:Pacific,Payallup,"Puyallup Tribe of the Puyallup Reservation, Washington",2 Hodge 331,,1866/09/22 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/842/mode/2up,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Washington (northwestern),,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=63,,,,,,,,
376,354,354,23190.106076843,34192510.9533312,292,354,354,Washington (Northwestern),WA,Mason,WA:Mason,Sklallam,"Jamestown S'Klallam Tribe, Washington; Lower Elwha Tribal Community, Washington; Port Gamble S'Klallam Tribe","Tiller 738; Tiller 744; Tiller 754",1 Hodge 302,1855/01/26 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/800/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=682",1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Washington (northwestern),,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=63,,,,,,,,
377,459,459,35610.7115992275,34263471.0201377,293,459,459,Washington (Northwestern),WA,Grays Harbor,WA:Grays Harbor,"Chehalis; Chinook; Klatsop","Confederated Tribes of the Chehalis Reservation, Washington; Quinault Indian Nation, Washington; Shoalwater Bay Tribe of the Shoalwater Bay Indian Reservation, Washington","DOI OFA - Chinook, 57; Tiller 731; Tiller 762","1 Hodge 241; Waldman 63",1864/07/08 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/832/mode/2up,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Washington (northwestern),,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=63,,,,,,,http://ops.libs.uga.edu/ehistory/InvasionOfAmerica/ExecOrdersIndianLand/459r.pdf,
378,406,406,27943.8697880213,49770105.86832,294,406,406,Washington (Northwestern),WA,Pierce,WA:Pierce,Niskwali,"Nisqually Indian Tribe of the Nisqually Reservation, Washington",2 Hodge 76,Suttles 487,1857/01/20 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/818/mode/2up,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Washington (northwestern),,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=63,,,,,,,http://ops.libs.uga.edu/ehistory/InvasionOfAmerica/ExecOrdersIndianLand/406r.pdf,
379,405,405,68073.250459563,146256210.212817,295,405,405,Washington (Northwestern),WA,Pierce,WA:Pierce,Niskwali,"Nisqually Indian Tribe of the Nisqually Reservation, Washington",2 Hodge 76,Suttles 487,1857/01/20 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/818/mode/2up,,1873/09/06 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/864/mode/2up,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Washington (northwestern),,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=63,,,,,,,http://ops.libs.uga.edu/ehistory/InvasionOfAmerica/ExecOrdersIndianLand/405r.pdf,
380,346,346,21634.0469446524,12863976.3425735,296,346,346,Washington (Northwestern),WA,Clallam,WA:Clallam,"Niskwali; Puyallup; Sa-heh-wamish; S'Homamish; Squaxin; Squiaitl; Steh-chass; Steilacoom; T'Peeksin","Nisqually Indian Tribe of the Nisqually Reservation, Washington; Nonfederally Recognized Indian Groups; Puyallup Tribe of the Puyallup Reservation, Washington; Squaxin Island Tribe of the Squaxin Island Reservation, Washington","2 Hodge 331; 2 Hodge 631; 2 Hodge 76; Tiller 773; Tiller 773-74","2 Hodge 632; 2 Hodge 691; 2 Hodge 737; Suttles 487; Tiller 773",1854/12/26 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/798/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=669",1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Washington (northwestern),,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=63,,,,,,,,
381,348,348,24070.1844333443,26999390.7607343,297,348,348,Washington (Northwestern),WA,Kitsap,WA:Kitsap,"Dwamish; Suquamish","Duwamish Tribe of Indians [Unrecognized]; Suquamish Indian Tribe of the Port Madison Reservation, Washington","1 Hodge 407; Tiller 756","2 Hodge 652; Suttles 487",1855/01/22 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/800/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=677",1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Washington (northwestern),,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=63,,,,,,,,
382,351,351,79704.5058532713,175667723.930009,298,351,351,Washington (Northwestern),WA,Snohomish,WA:Snohomish,"Dwamish; Suquamish","Duwamish Tribe of Indians [Unrecognized]; Suquamish Indian Tribe of the Port Madison Reservation, Washington","1 Hodge 407; Tiller 756","2 Hodge 652; Suttles 487",1855/01/22 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/800/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=677",1873/12/23 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/868/mode/2up,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Washington (northwestern),,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=63,,,,,,,,
383,349,349,37692.6801034762,67965675.9273804,299,349,349,Washington (Northwestern),WA,Skagit,WA:Skagit,"Dwamish; Suquamish","Duwamish Tribe of Indians [Unrecognized]; Suquamish Indian Tribe of the Port Madison Reservation, Washington","1 Hodge 407; Tiller 756","2 Hodge 652; Suttles 487",1855/01/22 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/800/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=677",1873/09/09 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/864/mode/2up,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Washington (northwestern),,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=63,,,,,,,,
384,350,350,55860.6251714673,76822798.1956584,300,350,350,Washington (Northwestern),WA,Whatcom,WA:Whatcom,"Dwamish; Suquamish","Duwamish Tribe of Indians [Unrecognized]; Suquamish Indian Tribe of the Port Madison Reservation, Washington","1 Hodge 407; Tiller 756","2 Hodge 652; Suttles 487",1855/01/22 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/800/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=677",1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Washington (northwestern),,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=63,,,,,,,,
385,356,356,36833.4767143919,81238859.9168019,301,356,356,Washington (Northwestern),WA,Clallam,WA:Clallam,Makah,"Makah Indian Tribe of the Makah Indian Reservation, Washington",1 Hodge 791,Tiller 747,1855/01/31 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/800/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=690",1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Washington (northwestern),,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=63,,,,,,,,
386,355,355,152993.403833583,914051172.880131,302,355,355,Washington (Northwestern),WA,Clallam,WA:Clallam,Makah,"Makah Indian Tribe of the Makah Indian Reservation, Washington",1 Hodge 791,Tiller 747,1855/01/31 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/800/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=690",1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Washington (northwestern),,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=63,,,,,,,,
387,365,365,388242.174966827,7996988665.33206,303,365,365,Washington 1,WA,"Klickitat; Yakima","WA:Klickitat; WA:Yakima",Yakima,"Confederated Tribes and Bands of the Yakama Nation, Washington",2 Hodge 983-84,Tiller 782-83,1855/06/09 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/806/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=706",1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Washington 1,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=60,,,,,,,,
388,371,371,525136.695673807,9933676750.17073,304,371,371,Washington (Northwestern),WA,"Clallam; Grays Harbor; Jefferson","WA:Clallam; WA:Grays Harbor; WA:Jefferson","Quil-leh-ute; Qui-nai-elt","Quileute Tribe of the Quileute Reservation, Washington; Quinault Tribe of the Quinault Reservation, Washington","2 Hodge 342-43; 2 Hodge 340",Tiller 762,1855/07/01 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/808/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=727",1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Washington (northwestern),,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=63,,,,,,,,
389,296,296,611229.273209989,14321113541.6768,389,296,296,California 1,CA,"Lake; Napa; Solano; Yolo","CA:Lake; CA:Napa; CA:Solano; CA:Yolo","Ca-la-na-po; Cha-nel-kai; Che-com; Da-no-ha-bo; Ha-bi-na-po; How-ku-ma; Me-dam-a-rec; Mo-al-kai","Big Valley Band of Pomo Indians of the Big Valley Rancheria, California; Middletown Rancheria of Pomo Indians of California; Robinson Rancheria of Pomo Indians of California",,,1851/08/20 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/784/mode/2up,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,California 1,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=7,,,,,,,,
390,294,294,986655.777204606,45645377849.1586,390,294,294,California 1,CA,"Lassen; Modoc; Plumas; Shasta; Siskiyou","CA:Lassen; CA:Modoc; CA:Plumas; CA:Shasta; CA:Siskiyou","Noe-ma-noe-ma; Noi-me-noi-me; Y-lac-ca","Nonfederally Recognized Indian Groups; Winnemem Wintu Tribe (Nonfederally Recognized Indian Group)",,,1851/08/16 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/784/mode/2up,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,California 1,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=7,,,,,,,,
391,293,293,393196.0923838,7116738583.66034,391,293,293,California 1,CA,"Shasta; Tehama","CA:Shasta; CA:Tehama","Noe-ma-noe-ma; Noi-me-noi-me; Y-lac-ca","Nonfederally Recognized Indian Groups; Winnemem Wintu Tribe (Nonfederally Recognized Indian Group)",,,1851/08/16 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/784/mode/2up,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,California 1,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=7,,,,,,,,
392,291,291,696045.761832971,23916277698.224,392,291,291,California 1,CA,"Butte; Plumas; Sierra; Tehama; Yuba","CA:Butte; CA:Plumas; CA:Sierra; CA:Tehama; CA:Yuba","Bat-si; Che-no; Es-ki-un; Ho-lo-lu-pi; Mi-chop-da; Sim-sa-wa; Su-nu; To-to; Yut-duc","Berry Creek Rancheria of Maidu Indians of California; Enterprise Rancheria of Maidu Indians of California; Mooretown Rancheria of Maidu Indians of California; Nonfederally Recognized Indian Groups",,,1851/08/01 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/784/mode/2up,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,California 1,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=7,,,,,,,,
393,290,290,135135.648207199,548312522.249877,393,290,290,California 1,CA,Butte,CA:Butte,"Bat-si; Che-no; Es-ki-un; Ho-lo-lu-pi; Mi-chop-da; Sim-sa-wa; Su-nu; To-to; Yut-duc","Berry Creek Rancheria of Maidu Indians of California; Enterprise Rancheria of Maidu Indians of California; Mooretown Rancheria of Maidu Indians of California; Nonfederally Recognized Indian Groups",,,1851/08/01 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/784/mode/2up,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,California 1,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=7,,,,,,,,
394,298,298,92542.9853663645,292393210.137927,394,298,298,California 1,CA,"Colusa; Yolo","CA:Colusa; CA:Yolo","Cha; Cham-et-ko; Co-ha-ma; Co-lu; Doc-duc; Tat-nah; Toc-de; Wil-lay",,,,1851/09/09 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/786/mode/2up,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,California 1,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=7,,,,,,,,
395,288,288,551491.751819065,12727513208.5623,395,288,288,California 1,CA,"Nevada; Placer; Sacramento; Sierra; Sutter; Yuba","CA:Nevada; CA:Placer; CA:Sacramento; CA:Sierra; CA:Sutter; CA:Yuba","Be-no-pi; Das-pia; Mon-e-da; Nem-shaw; On-o-po-ma; Wai-de-pa-can; Wan-nuck; Ya-cum-na; Ya-ma-do; Yol-la-mer",,,,1851/07/18 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/784/mode/2up,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,California 1,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=7,,,,,,,,
